asset_path,line,category,evidence
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",44,"navigation","NavMeshAgent препятствием для камеры"")]"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",450,"navigation","NavMeshAgent + CharacterController."
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",452,"navigation","NavMeshAgent>() != null;"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",107,"spatial-member","private Vector3 _lagTargetPos;"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",113,"spatial-member","private Vector3 _lastCollisionPos;"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",117,"spatial-member","private Vector2 _lookInput;"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",131,"spatial-member","public Vector3 CameraForward"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",140,"spatial-member","public Vector3 CameraRight"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",382,"spatial-member","private Vector3 ComputeDesiredPosition()"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",390,"spatial-member","private Vector3 ResolveCollision(Vector3 desiredPos)"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",459,"spatial-member","private static Vector3 ClampNearClip(Vector3 pos, Vector3 lookTarget, float minDist)"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",154,"position-access","target.position;"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",165,"position-access","target.position;"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",183,"position-access","target.position;"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",200,"position-access","target.position;"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",262,"position-access","target.position);"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",265,"position-access","target.position;"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",331,"position-access","target.position : Vector3.zero;"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",335,"position-access","target.position);"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",338,"position-access","target.position;"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",342,"position-access","target.position - _lagTargetPos;"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",348,"position-access","target.position - delta;"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",475,"position-access","transform.position, _lagTargetPos);"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",507,"position-access","transform.position, cameraTargetPos) < 0.003f)"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",521,"position-access","transform.position, cameraTargetPos, t);"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",527,"position-access","transform.position;"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",529,"position-access","transform.position + step.normalized * maxStep;"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",532,"position-access","transform.position = newPos;"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",545,"position-access","target.position;"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",546,"position-access","transform.position = target.position + dir * _currentDistance + Vector3.up * _currentHeight;"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",547,"position-access","target.position + Vector3.up * _currentLookAtHeight);"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",575,"position-access","target.position;"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",584,"position-access","transform.position, sphereCastRadius);"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",590,"position-access","target.position, _lagTargetPos);"
"Assets/_Project/Scripts/Core/SpringArmCamera.cs",12,"legacy-origin","FloatingOriginMP)."
"Assets/_Project/Scripts/Core/StormCloudGenerator.cs",58,"position-access","transform.position = position;"
"Assets/_Project/Scripts/Core/StormCloudGenerator.cs",62,"position-access","transform.position}"");"
"Assets/_Project/Scripts/Core/StormCloudGenerator.cs",67,"position-access","transform.localPosition = Vector3.zero;"
"Assets/_Project/Scripts/Core/StormCloudGenerator.cs",68,"position-access","transform.localPosition}, world pos: {sphereContainer.transform.position}"");"
"Assets/_Project/Scripts/Core/StormCloudGenerator.cs",244,"lifecycle-placement","Instantiate(go.GetComponent<MeshFilter>().sharedMesh);"
"Assets/_Project/Scripts/Core/StormController.cs",14,"spatial-member","private Vector3 _targetPosition;"
"Assets/_Project/Scripts/Core/StormController.cs",180,"spatial-member","private Vector3 GetPlayerPosition()"
"Assets/_Project/Scripts/Core/StormController.cs",95,"position-access","transform.position != worldPos)"
"Assets/_Project/Scripts/Core/StormController.cs",97,"position-access","transform.position = worldPos;"
"Assets/_Project/Scripts/Core/StormController.cs",174,"position-access","transform.position = Vector3.Lerp(transform.position, _targetPosition, 0.1f);"
"Assets/_Project/Scripts/Core/StormController.cs",176,"position-access","transform.position, GetPlayerPosition());"
"Assets/_Project/Scripts/Core/StormController.cs",183,"position-access","transform.position : Vector3.zero;"
"Assets/_Project/Scripts/Core/StreamingSetupRuntime.cs",108,"position-access","transform.position = Vector3.zero;"
"Assets/_Project/Scripts/Core/StreamingSetupRuntime.cs",9,"legacy-origin","FloatingOriginMP если сцена не была настроена через PrepareMainScene."
"Assets/_Project/Scripts/Core/StreamingSetupRuntime.cs",11,"legacy-origin","FloatingOriginMP не работает."
"Assets/_Project/Scripts/Core/StreamingSetupRuntime.cs",41,"legacy-origin","FloatingOriginMP"")]"
"Assets/_Project/Scripts/Core/StreamingSetupRuntime.cs",42,"legacy-origin","FloatingOriginMP"")]"
"Assets/_Project/Scripts/Core/StreamingSetupRuntime.cs",160,"legacy-origin","FloatingOriginMP на Main Camera."
"Assets/_Project/Scripts/Core/StreamingSetupRuntime.cs",171,"legacy-origin","FloatingOriginMP"
"Assets/_Project/Scripts/Core/StreamingSetupRuntime.cs",172,"legacy-origin","FloatingOriginMP, Assembly-CSharp"");"
"Assets/_Project/Scripts/Core/StreamingSetupRuntime.cs",175,"legacy-origin","FloatingOriginMP type not found!"");"
"Assets/_Project/Scripts/Core/StreamingSetupRuntime.cs",184,"legacy-origin","FloatingOriginMP to Main Camera"");"
"Assets/_Project/Scripts/Core/StreamingSetupRuntime.cs",188,"legacy-origin","FloatingOriginMP already exists on Main Camera"");"
"Assets/_Project/Scripts/Core/StreamingSetupRuntime.cs",228,"legacy-origin","FloatingOriginMP configured: threshold={threshold}, worldRootNames={worldObjectNames.Length + 1}"");"
"Assets/_Project/Scripts/Core/StreamingSetupRuntime.cs",271,"legacy-origin","WorldStreamingManager"
"Assets/_Project/Scripts/Core/StreamingSetupRuntime.cs",272,"legacy-origin","WorldStreamingManager, Assembly-CSharp"");"
"Assets/_Project/Scripts/Core/StreamingSetupRuntime.cs",275,"legacy-origin","WorldStreamingManager"");"
"Assets/_Project/Scripts/Core/TestPlatformCreator.cs",13,"spatial-member","private Vector3 platformSize = new Vector3(50, 1, 50);"
"Assets/_Project/Scripts/Core/TestPlatformCreator.cs",16,"spatial-member","private Vector3 platformPosition = new Vector3(0, 0, 0);"
"Assets/_Project/Scripts/Core/TestPlatformCreator.cs",35,"position-access","transform.position = platformPosition;"
"Assets/_Project/Scripts/Core/TestPlatformCreator.cs",54,"position-access","transform.position = platformPosition + new Vector3(0, 3, -platformSize.z / 2 - 1);"
"Assets/_Project/Scripts/Core/TestStormSpawner.cs",9,"spatial-member","public Vector3 testPosition = new Vector3(0, 1200, 0);"
"Assets/_Project/Scripts/Core/TestStormSpawner.cs",81,"spatial-member","private Vector3 GetRandomStormPosition()"
"Assets/_Project/Scripts/Core/WindManager.cs",23,"spatial-member","public Vector3 CurrentWindDirection = Vector3.right;"
"Assets/_Project/Scripts/Core/WindManager.cs",69,"spatial-member","public Bounds worldBounds; // AABB сплайна + corridorRadius (мировой), для предфильтра"
"Assets/_Project/Scripts/Core/WindManager.cs",80,"spatial-member","private Vector3 _targetDirection;"
"Assets/_Project/Scripts/Core/WindManager.cs",82,"spatial-member","private Vector3 _lastLoggedDirection;"
"Assets/_Project/Scripts/Core/WindManager.cs",87,"spatial-member","private Vector3 _lastDirBeforeEvent = Vector3.right;"
"Assets/_Project/Scripts/Core/WindManager.cs",362,"spatial-member","private static Bounds ComputeSplineWorldBounds(Spline spline, Transform transform)"
"Assets/_Project/Scripts/Core/WindManager.cs",261,"position-access","transform.position;"
"Assets/_Project/Scripts/Core/WindManager.cs",336,"position-access","transform.position.y * windData.shearGradient;"
"Assets/_Project/Scripts/Core/WindManager.cs",346,"position-access","transform.position).normalized;"
"Assets/_Project/Scripts/Core/WindManager.cs",365,"position-access","transform.position, Vector3.zero);"
"Assets/_Project/Scripts/Core/WindManager.cs",267,"point-conversion","InverseTransformPoint(worldPos);"
"Assets/_Project/Scripts/Core/WindManager.cs",280,"point-conversion","TransformPoint(nearestLocal);"
"Assets/_Project/Scripts/Core/WindManager.cs",368,"point-conversion","TransformPoint(firstKnot), Vector3.zero);"
"Assets/_Project/Scripts/Core/WindManager.cs",370,"point-conversion","TransformPoint(spline[i].Position));"
"Assets/_Project/Scripts/Core/WindManager.cs",102,"lifecycle-placement","DontDestroyOnLoad(gameObject);"
"Assets/_Project/Scripts/Core/WorldCamera.cs",64,"spatial-member","private Vector3 currentVelocity = Vector3.zero;"
"Assets/_Project/Scripts/Core/WorldCamera.cs",67,"spatial-member","private Vector3 teleportTarget = Vector3.zero;"
"Assets/_Project/Scripts/Core/WorldCamera.cs",87,"spatial-member","private Vector2 _moveInput;"
"Assets/_Project/Scripts/Core/WorldCamera.cs",88,"spatial-member","private Vector2 _lookInput;"
"Assets/_Project/Scripts/Core/WorldCamera.cs",217,"position-access","transform.position = target.position - transform.forward * distance + Vector3.up * height;"
"Assets/_Project/Scripts/Core/WorldCamera.cs",222,"position-access","transform.position = new Vector3(0, startHeight, 0);"
"Assets/_Project/Scripts/Core/WorldCamera.cs",388,"position-access","transform.position = Vector3.MoveTowards(transform.position, teleportTarget, teleportSpeed * Time.deltaTime);"
"Assets/_Project/Scripts/Core/WorldCamera.cs",390,"position-access","transform.position, teleportTarget) < 1f)"
"Assets/_Project/Scripts/Core/WorldCamera.cs",401,"position-access","transform.position = new Vector3("
"Assets/_Project/Scripts/Core/WorldCamera.cs",402,"position-access","transform.position.x,"
"Assets/_Project/Scripts/Core/WorldCamera.cs",404,"position-access","transform.position.z"
"Assets/_Project/Scripts/Core/WorldCamera.cs",426,"position-access","target.position - direction.normalized * distance;"
"Assets/_Project/Scripts/Core/WorldCamera.cs",429,"position-access","transform.position = Vector3.SmoothDamp("
"Assets/_Project/Scripts/Core/WorldCamera.cs",430,"position-access","transform.position,"
"Assets/_Project/Scripts/Core/WorldCamera.cs",437,"position-access","target.position + Vector3.up * 1.5f);"
"Assets/_Project/Scripts/Core/WorldCamera.cs",447,"position-access","target.position + Vector3.up * height;"
"Assets/_Project/Scripts/Core/WorldCamera.cs",450,"position-access","transform.position = Vector3.SmoothDamp("
"Assets/_Project/Scripts/Core/WorldCamera.cs",451,"position-access","transform.position,"
"Assets/_Project/Scripts/Core/WorldCamera.cs",500,"position-access","transform.position += currentVelocity * Time.deltaTime;"
"Assets/_Project/Scripts/Core/WorldCamera.cs",505,"position-access","transform.position += Vector3.up * _scrollInput * 10f;"
"Assets/_Project/Scripts/Core/WorldCamera.cs",554,"position-access","peak.position + Vector3.up * (peak.height * 0.5f);"
"Assets/_Project/Scripts/Core/WorldCamera.cs",555,"position-access","transform.position = targetWorldPos;"
"Assets/_Project/Scripts/Core/WorldCamera.cs",569,"position-access","transform.position.magnitude;"
"Assets/_Project/Scripts/Core/WorldCamera.cs",571,"position-access","transform.position:F0}, distFromOrigin={distFromOrigin:F0}"");"
"Assets/_Project/Scripts/Core/WorldGenerator.cs",37,"spatial-member","public Vector3 position;"
"Assets/_Project/Scripts/Core/WorldGenerator.cs",115,"spatial-member","private Vector3 GeneratePeakPosition(int index)"
"Assets/_Project/Scripts/Core/WorldGenerator.cs",331,"spatial-member","private Vector3 GenerateCloudPosition()"
"Assets/_Project/Scripts/Core/WorldGenerator.cs",414,"spatial-member","private Vector3 GenerateMinorIslandPosition()"
"Assets/_Project/Scripts/Core/WorldGenerator.cs",134,"position-access","transform.position = peakInfo.position;"
"Assets/_Project/Scripts/Core/WorldGenerator.cs",354,"position-access","transform.position = position;"
"Assets/_Project/Scripts/Core/WorldGenerator.cs",433,"position-access","transform.position = position;"
"Assets/_Project/Scripts/Crafting/CraftingClientState.cs",78,"lifecycle-placement","DontDestroyOnLoad(gameObject);"
"Assets/_Project/Scripts/Crafting/CraftingProgressController.cs",94,"position-access","style.position = Position.Absolute;"
"Assets/_Project/Scripts/Crafting/CraftingProgressController.cs",47,"lifecycle-placement","DontDestroyOnLoad(gameObject);"
"Assets/_Project/Scripts/Crafting/CraftingServer.cs",601,"position-access","transform.position, station.transform.position);"
"Assets/_Project/Scripts/Crafting/CraftingStation.cs",23,"network-variable","NetworkVariable<CraftingJobState> _replicatedState = new NetworkVariable<CraftingJobState>("
"Assets/_Project/Scripts/Crafting/CraftingStation.cs",27,"network-variable","NetworkVariable<ulong> _jobOwnerClientId = new NetworkVariable<ulong>("
"Assets/_Project/Scripts/Crafting/CraftingStation.cs",29,"network-variable","NetworkVariable<string> _activeRecipeId = new NetworkVariable<string>("
"Assets/_Project/Scripts/Crafting/CraftingStation.cs",41,"spatial-member","public Vector3 Position => transform.position;"
"Assets/_Project/Scripts/Crafting/CraftingStation.cs",215,"spatial-member","private Vector3 _baseScale;"
"Assets/_Project/Scripts/Crafting/CraftingStation.cs",41,"position-access","transform.position;"
"Assets/_Project/Scripts/Crafting/CraftingStation.cs",330,"position-access","transform.position, r);"
"Assets/_Project/Scripts/Crafting/Dto/BufferedIngredientDto.cs",5,"network-serialization","INetworkSerializable"
"Assets/_Project/Scripts/Crafting/Dto/BufferedIngredientDto.cs",12,"network-serialization","NetworkSerialize<T>(BufferSerializer<T> s) where T : IReaderWriter"
"Assets/_Project/Scripts/Crafting/Dto/BufferedIngredientDto.cs",14,"network-serialization","SerializeValue(ref itemId);"
"Assets/_Project/Scripts/Crafting/Dto/BufferedIngredientDto.cs",15,"network-serialization","SerializeValue(ref quantity);"
"Assets/_Project/Scripts/Crafting/Dto/BufferedIngredientDto.cs",16,"network-serialization","SerializeValue(ref source);"
"Assets/_Project/Scripts/Crafting/Dto/BufferedIngredientDto.cs",17,"network-serialization","SerializeValue(ref ownerClientId);"
"Assets/_Project/Scripts/Crafting/Dto/BufferedIngredientDto.cs",21,"network-serialization","INetworkSerializable"
"Assets/_Project/Scripts/Crafting/Dto/BufferedIngredientDto.cs",27,"network-serialization","NetworkSerialize<T>(BufferSerializer<T> s) where T : IReaderWriter"
"Assets/_Project/Scripts/Crafting/Dto/BufferedIngredientDto.cs",29,"network-serialization","SerializeValue(ref itemId);"
"Assets/_Project/Scripts/Crafting/Dto/BufferedIngredientDto.cs",30,"network-serialization","SerializeValue(ref quantity);"
